 Symbol,Date, Close
Index,1/20/2006,981.2127903672075
Index,1/27/2006,999.8413724861647
Index,2/3/2006,985.7307070127682
Index,2/10/2006,988.8452037027483
Index,2/17/2006,1004.7626369261246
Index,2/24/2006,1005.5649856161324
Index,3/3/2006,1006.7584154461597
Index,3/10/2006,1000.7929972556946
Index,3/17/2006,1024.6337304950312
Index,3/24/2006,1020.4788391300164
Index,3/31/2006,1018.0995669047526
Index,4/7/2006,1019.9227246530158
Index,4/14/2006,1014.6952140905207
Index,4/21/2006,1032.7440823390707
Index,4/28/2006,1030.2760352277548
Index,5/5/2006,1044.6662438849871
Index,5/12/2006,1017.2666972608604
Index,5/19/2006,997.2566965071492
Index,5/26/2006,1005.0538627323515
Index,6/2/2006,1013.6242398846656
Index,6/9/2006,981.430203749177
Index,6/16/2006,984.5435963173854
Index,6/23/2006,979.6596684097874
Index,6/30/2006,1001.4574654918027
Index,7/7/2006,993.5327680982548
Index,7/14/2006,964.882352050281
Index,7/21/2006,963.1258638987963
Index,7/28/2006,993.7257931517439
Index,8/4/2006,995.7378073351962
Index,8/11/2006,983.858624938291
Index,8/18/2006,1015.3864459812423
Index,8/25/2006,1007.1176988001032
Index,9/1/2006,1023.0267974425929
Index,9/8/2006,1014.626904747278
Index,9/15/2006,1034.1881427759674
Index,9/22/2006,1029.4603539450475
Index,9/29/2006,1048.4844682411672
Index,10/6/2006,1063.4797324222116
Index,10/13/2006,1080.056017719454
Index,10/20/2006,1080.0409756726485
Index,10/27/2006,1089.3201945168867
Index,11/3/2006,1079.2466636139511
Index,11/10/2006,1094.4121760052892
Index,11/17/2006,1112.1843627411715
Index,11/24/2006,1116.8296683693814
Index,12/1/2006,1111.6671647691824
Index,12/8/2006,1122.052243851409
Index,12/15/2006,1133.9341802694967
Index,12/22/2006,1120.1750115074851
Index,12/29/2006,1125.7490028295554
Index,1/5/2007,1120.314574053327
Index,1/12/2007,1140.7901540280411
Index,1/19/2007,1142.0122079554028
Index,1/26/2007,1135.2792941271389
Index,2/2/2007,1158.8426666451094
Index,2/9/2007,1152.0993377721945
Index,2/16/2007,1166.707829180206
Index,2/23/2007,1165.5416540932392
Index,3/2/2007,1109.5853226053887
Index,3/9/2007,1126.0529764378937
Index,3/16/2007,1113.3971088584085
Index,3/23/2007,1151.4034937784413
Index,3/30/2007,1136.945642878519
Index,4/6/2007,1156.8720891676073
Index,4/13/2007,1163.3488591762114
Index,4/20/2007,1184.998378337075
Index,4/27/2007,1194.5887883280852
Index,5/4/2007,1204.3407262650794
Index,5/11/2007,1206.1857465921314
Index,5/18/2007,1215.2989489486802
Index,5/25/2007,1212.9217199999111
Index,6/1/2007,1233.967306753684
Index,6/8/2007,1209.6437957022226
Index,6/15/2007,1231.2175597230018
Index,6/22/2007,1211.7350715037903
Index,6/29/2007,1209.4934561146524
Index,7/6/2007,1234.4461466118587
Index,7/13/2007,1249.4538900669106
Index,7/20/2007,1237.996458478895
Index,7/27/2007,1167.9244987476059
Index,8/3/2007,1150.7857546846396
Index,8/10/2007,1159.2232557584778
Index,8/17/2007,1149.4205128761885
Index,8/24/2007,1184.6508343680584
Index,8/31/2007,1184.850648917156
Index,9/7/2007,1165.6219724192279
Index,9/14/2007,1189.386540803837
Index,9/21/2007,1222.9253415488915
Index,9/28/2007,1223.2173959295428
Index,10/5/2007,1253.6625524946262
Index,10/12/2007,1254.5098958664985
Index,10/19/2007,1201.9768819185904
Index,10/26/2007,1230.232617041423
Index,11/2/2007,1211.0251590031512
Index,11/9/2007,1157.7991437463318
Index,11/16/2007,1161.3758167508968
Index,11/23/2007,1142.5369682496457
Index,11/30/2007,1177.7193264046805
Index,12/7/2007,1198.8045928582367
Index,12/14/2007,1163.959369097566
Index,12/21/2007,1176.5535885181473
Index,12/28/2007,1169.9644176142763
Index,1/4/2008,1113.4720667088775
Index,1/11/2008,1098.8813689439528
Index,1/18/2008,1042.1551541139456
Index,1/25/2008,1061.817419613162
Index,2/1/2008,1120.2446098049422
Index,2/8/2008,1067.4483283122747
Index,2/15/2008,1083.4947270846667
Index,2/22/2008,1088.8145098137911
Index,2/29/2008,1064.8892082584186
Index,3/7/2008,1034.8180031195309
Index,3/14/2008,1033.3183691078452
Index,3/21/2008,1062.467754741062
Index,3/28/2008,1055.5472151201689
Index,4/4/2008,1103.6563516220813
Index,4/11/2008,1071.091323009657
Index,4/18/2008,1119.9499440002223
Index,4/25/2008,1127.1730952447847
Index,5/2/2008,1145.3056343414567
Index,5/9/2008,1124.2648439577047
Index,5/16/2008,1159.4489877664478
Index,5/23/2008,1112.7481682059772
Index,5/30/2008,1134.787108244563
Index,6/6/2008,1100.4612334404796
Index,6/13/2008,1100.7641090950335
Index,6/20/2008,1065.8152128572035
Index,6/27/2008,1026.408950122628
Index,7/4/2008,1006.1685429638054
Index,7/11/2008,982.9968394948288
Index,7/18/2008,1020.4583861780848
Index,7/25/2008,1012.8727689677444
Index,8/1/2008,1014.6466930185026
Index,8/8/2008,1051.4453681324387
Index,8/15/2008,1059.02502138848
Index,8/22/2008,1049.4904004501525
Index,8/29/2008,1045.793399276778
Index,9/5/2008,1014.7292819247456
Index,9/12/2008,1026.2614978215195
Index,9/19/2008,1019.779805464244
Index,9/26/2008,986.8197946201166
Index,10/3/2008,880.0809817100545
Index,10/10/2008,732.086888301006
Index,10/17/2008,749.530948204309
Index,10/24/2008,683.3726185863018
Index,10/31/2008,774.9165022915864
Index,11/7/2008,733.7939092455056
Index,11/14/2008,680.509503913671
Index,11/21/2008,611.0380999894311
Index,11/28/2008,703.4262934931327
Index,12/5/2008,695.6520953157709
Index,12/12/2008,698.0342959797771
Index,12/19/2008,708.1590290674454
Index,12/26/2008,695.0368232127607
Index,1/2/2009,746.549155541728
Index,1/9/2009,713.5045292556131
Index,1/16/2009,674.4411946220081
Index,1/23/2009,654.6141877167738
Index,1/30/2009,650.3543879972424
Index,2/6/2009,685.1407952754203
Index,2/13/2009,648.7441906777041
Index,2/20/2009,600.0859403105633
Index,2/27/2009,577.4655690588671
Index,3/6/2009,532.7141599874318
Index,3/13/2009,601.3365594635002
Index,3/20/2009,611.3854261393192
Index,3/27/2009,656.6945019898155
Index,4/3/2009,687.4048748360858
Index,4/10/2009,704.2075072520198
Index,4/17/2009,721.8976877868204
Index,4/24/2009,724.6014318168678
Index,5/1/2009,733.2635102940977
Index,5/8/2009,780.7154503947384
Index,5/15/2009,733.5761762538134
Index,5/22/2009,740.6325599798098
Index,5/29/2009,768.7268436618426
Index,6/5/2009,790.146370703384
Index,6/12/2009,792.8213854798909
Index,6/19/2009,769.173384869886
Index,6/26/2009,765.0933726213318
Index,7/3/2009,744.4090455834947
Index,7/10/2009,728.9134887591845
Index,7/17/2009,784.7652766875613
Index,7/24/2009,820.3126781713595
Index,7/31/2009,830.5720726411328
Index,8/7/2009,862.8785247302312
Index,8/14/2009,854.083820883488
Index,8/21/2009,872.2559993786122
Index,8/28/2009,877.8350613814018
Index,9/4/2009,865.0943055410592
Index,9/11/2009,892.0676045776053
Index,9/18/2009,917.2742689092796
Index,9/25/2009,892.9635126731806
Index,10/2/2009,874.3496663871358
Index,10/9/2009,917.1534312411873
Index,10/16/2009,930.0067186703172
Index,10/23/2009,924.8733114990747
Index,10/30/2009,881.5090508548778
Index,11/6/2009,914.2670181904779
Index,11/13/2009,938.732911413135
Index,11/20/2009,935.5823667051213
Index,11/27/2009,933.3041826506302
Index,12/4/2009,950.9751308894155
Index,12/11/2009,953.6521880808176
Index,12/18/2009,954.5613545909823
Index,12/25/2009,976.6066946520402
Index,1/1/2010,965.3726504253005
Index,1/8/2010,995.0240643749698
Index,1/15/2010,983.6119014470653
Index,1/22/2010,943.9457507526563
Index,1/29/2010,928.3764414622185
Index,2/5/2010,923.6267635757824
Index,2/12/2010,934.2434396704649
Index,2/19/2010,964.9833673390871
Index,2/26/2010,964.2213452387178
Index,3/5/2010,997.5837437283135
Index,3/12/2010,1010.7047759807215
Index,3/19/2010,1019.1681302194108
Index,3/26/2010,1027.1632986793152
Index,4/2/2010,1037.2351813556381
Index,4/9/2010,1055.822375593139
Index,4/16/2010,1055.9698632453342
Index,4/23/2010,1083.467402600778
Index,4/30/2010,1056.3585647072337
Index,5/7/2010,983.5653977414358
Index,5/14/2010,1008.5287142351174
Index,5/21/2010,964.4609166855537
Index,5/28/2010,971.7309255948473
Index,6/4/2010,945.4711868011537
Index,6/11/2010,972.1366191863951
Index,6/18/2010,994.7078903245457
Index,6/25/2010,959.1435805150977
Index,7/2/2010,903.5322448521257
Index,7/9/2010,954.5925902732532
Index,7/16/2010,941.8118402659306
Index,7/23/2010,981.3583781288343
Index,7/30/2010,981.7533469699673
Index,8/6/2010,1000.1759636090244
Index,8/13/2010,960.4756471326615
Index,8/20/2010,955.5884016209554
Index,8/27/2010,948.7635797433227
Index,9/3/2010,989.2978373241435
Index,9/10/2010,992.9961212965657
Index,9/17/2010,1009.5898638648096
Index,9/24/2010,1030.761892801794
Index,10/1/2010,1028.3559415759903
Index,10/8/2010,1048.7151253498446
Index,10/15/2010,1058.3879057330628
Index,10/22/2010,1064.7229528034786
Index,10/29/2010,1066.5905643722115
Index,11/5/2010,1107.6837612924849
Index,11/12/2010,1082.250926893921
Index,11/19/2010,1084.4216247112029
Index,11/26/2010,1075.7129908821857
Index,12/3/2010,1112.7985380484104
Index,12/10/2010,1125.6678095800296
Index,12/17/2010,1129.0284652285354
Index,12/24/2010,1141.0249940819663
Index,12/31/2010,1142.257215676679
Index,1/7/2011,1155.1855072798526
Index,1/14/2011,1173.7498954742623
Index,1/21/2011,1163.899757315106
Index,1/28/2011,1157.957211242976
Index,2/4/2011,1191.0503235557258
Index,2/11/2011,1213.6179339254165
Index,2/18/2011,1225.5637864602081
Index,2/25/2011,1202.379760971803
Index,3/4/2011,1203.3562882490328
Index,3/11/2011,1189.0853078732289
Index,3/18/2011,1165.5135697044238
Index,3/25/2011,1198.778254202049
Index,4/1/2011,1216.5070971177954
Index,4/8/2011,1210.0498831290215
Index,4/15/2011,1203.9237994680946
Index,4/22/2011,1221.565815333251
Index,4/29/2011,1245.513649747929
Index,5/6/2011,1225.858627064578
Index,5/13/2011,1222.4387642016736
Index,5/20/2011,1217.4628297081088
Index,5/27/2011,1218.0473441913932
Index,6/3/2011,1187.8037561068238
Index,6/10/2011,1158.6214132026917
Index,6/17/2011,1159.7978174341417
Index,6/24/2011,1162.8191938812433
Index,7/1/2011,1231.9391723770634
Index,7/8/2011,1237.4465721242964
Index,7/15/2011,1208.0454603503995
Index,7/22/2011,1234.7118100371817
Index,7/29/2011,1185.8605371678373
Index,8/5/2011,1091.0129985753601
Index,8/12/2011,1076.4873002543059
Index,8/19/2011,1019.5738178904959
Index,8/26/2011,1072.8035935141838
Index,9/2/2011,1069.5717864893902
Index,9/9/2011,1051.9278698542078
Index,9/16/2011,1112.6763095298172
Index,9/23/2011,1034.7166535966421
Index,9/30/2011,1026.1131337819586
Index,10/7/2011,1053.4888438773914
Index,10/14/2011,1119.9179816670185
Index,10/21/2011,1134.6117767410117
Index,10/28/2011,1180.8667226747239
Index,11/4/2011,1151.413265705161
Index,11/11/2011,1161.868621509685
Index,11/18/2011,1114.7181313049477
Index,11/25/2011,1060.7828226469207
Index,12/2/2011,1143.1551458011281
Index,12/9/2011,1152.709451366242
Index,12/16/2011,1117.1934329138262
Index,12/23/2011,1159.811417015306
Index,12/30/2011,1152.5338505088678
Index,1/6/2012,1176.9063701674265
Index,1/13/2012,1191.7231799181811
Index,1/20/2012,1216.1729104041065
Index,1/27/2012,1222.0871930928156
Index,2/3/2012,1251.2905797058763
Index,2/10/2012,1248.0546726539114
Index,2/17/2012,1266.2946538449964
Index,2/24/2012,1269.800474854376
Index,3/2/2012,1274.309006501225
Index,3/9/2012,1276.8694426967327
Index,3/16/2012,1308.6424793623348
Index,3/23/2012,1302.1514603538913
Index,3/30/2012,1312.1085049787998
Index,4/6/2012,1302.5346885855265
Index,4/13/2012,1279.120692399231
Index,4/20/2012,1285.1290528208908
Index,4/27/2012,1311.8843676616905
Index,5/4/2012,1279.0859957382845
Index,5/11/2012,1263.110345552893
Index,5/18/2012,1202.7819240816211
Index,5/25/2012,1227.7076989974405
Index,6/1/2012,1188.7195690616447
Index,6/8/2012,1235.3924061668486
Index,6/15/2012,1248.5945734505408
Index,6/22/2012,1243.7467517071775
Index,6/29/2012,1268.6956613205843
Index,7/6/2012,1263.1901810254926
Index,7/13/2012,1262.561215856612
Index,7/20/2012,1269.6677453464133
Index,7/27/2012,1290.3903622885293
Index,8/3/2012,1295.3882300791486
Index,8/10/2012,1310.9160953780627
Index,8/17/2012,1326.4604429315157
Index,8/24/2012,1320.558128100212
Index,8/31/2012,1318.911758593885
Index,9/7/2012,1350.064490875102
Index,9/14/2012,1380.0023738379468
Index,9/21/2012,1371.0554953835422
Index,9/28/2012,1351.4561696659543
Index,10/5/2012,1371.3588687571234
Index,10/12/2012,1340.6916211625985
Index,10/19/2012,1347.4431447441764
Index,10/26/2012,1327.1670025971623
Index,11/2/2012,1334.1018657584452
Index,11/9/2012,1302.4493407030977
Index,11/16/2012,1284.954929951137
Index,11/23/2012,1333.0853384110214
Index,11/30/2012,1340.736711816478
Index,12/7/2012,1343.1224922697966
Index,12/14/2012,1339.3995607645315
Index,12/21/2012,1360.6952251113196
Index,12/28/2012,1336.1298604659096
Index,1/4/2013,1398.2275739058655
Index,1/11/2013,1403.544242828198
Index,1/18/2013,1418.2581456637217
Index,1/25/2013,1436.6576040361247
Index,2/1/2013,1443.095673263081
Index,2/8/2013,1448.8600536526549
Index,2/15/2013,1452.4822471966875
Index,2/22/2013,1444.1804130932942
Index,3/1/2013,1449.6118128215148
Index,3/8/2013,1483.8340242773154
Index,3/15/2013,1493.9342171627854
Index,3/22/2013,1487.5436074462248
Index,3/29/2013,1498.124521181569
Index,4/5/2013,1482.0292256285734
Index,4/12/2013,1517.9897861258346
Index,4/19/2013,1480.9876807188575
Index,4/26/2013,1510.8839998440608
Index,5/3/2013,1544.7677120443159
Index,5/10/2013,1569.7625108199054
Index,5/17/2013,1602.8077301077426
Index,5/24/2013,1583.1626173910881
Index,5/31/2013,1568.1749543864173
Index,6/7/2013,1578.872594124502
Index,6/14/2013,1562.7124007283624
Index,6/21/2013,1528.760160000291
Index,6/28/2013,1546.721935817265
Index,7/5/2013,1572.9734569982234
Index,7/12/2013,1619.3650582004616
Index,7/19/2013,1631.3908715659638
Index,7/26/2013,1629.8781959808314
Index,8/2/2013,1649.8225863038924
Index,8/9/2013,1634.2853015132362
Index,8/16/2013,1600.0874049738707
Index,8/23/2013,1610.4366921444182
Index,8/30/2013,1581.0081307848366
Index,9/6/2013,1605.311212034792
Index,9/13/2013,1639.79820437924
Index,9/20/2013,1662.4917246509433
Index,9/27/2013,1649.083689980118
Index,10/4/2013,1648.4718441298346
Index,10/11/2013,1660.020672499275
Index,10/18/2013,1700.1477695281294
Index,10/25/2013,1718.0634588062485
Index,11/1/2013,1717.5110494036587
Index,11/8/2013,1722.96922409946
Index,11/15/2013,1751.0787360127536
Index,11/22/2013,1756.3467956155114
Index,11/29/2013,1761.1778526808098
Index,12/6/2013,1758.8340046850965
Index,12/13/2013,1733.3237421625024
Index,12/20/2013,1778.6877440956966
Index,12/27/2013,1801.5773600521748
Index,1/3/2014,1793.4758317633427
Index,1/10/2014,1803.5310998813575
Index,1/17/2014,1798.8250770205518
Index,1/24/2014,1751.9618341145754
Index,1/31/2014,1745.9968032304541
Index,2/7/2014,1764.8525121456448
Index,2/14/2014,1804.7460103643868
Index,2/21/2014,1804.9067474525868
Index,2/28/2014,1830.8967885322425
Index,3/7/2014,1849.2138544186478
Index,3/14/2014,1810.8159301894725
Index,3/21/2014,1833.6416844756682
Index,3/28/2014,1822.2628535133422
Index,4/4/2014,1832.9201653935797
Index,4/11/2014,1779.7200188546428
Index,4/18/2014,1829.8018401048746
Index,4/25/2014,1825.9590412173843
Index,5/2/2014,1844.6760899070794
Index,5/9/2014,1843.1553753323215
Index,5/16/2014,1845.1140681608438
Index,5/23/2014,1869.9499246447206
Index,5/30/2014,1891.2695467813203
Index,6/6/2014,1920.6811417157664
Index,6/13/2014,1905.1536631401027
Index,6/20/2014,1930.2869065877617
Index,6/27/2014,1931.885074232936
Index,7/4/2014,1956.2339068820759
Index,7/11/2014,1938.902402498574
Index,7/18/2014,1949.7570451976294
Index,7/25/2014,1947.854345701832
Index,8/1/2014,1898.2796958473068
Index,8/8/2014,1906.7438389521649
Index,8/15/2014,1930.4755797789298
Index,8/22/2014,1966.6557618211466
Index,8/29/2014,1979.6164509755165
Index,9/5/2014,1984.7381616239888
Index,9/12/2014,1962.0693766378413
Index,9/19/2014,1982.7593227687273
Index,9/26/2014,1953.9917339705898
Index,10/3/2014,1936.4780579311553
Index,10/10/2014,1869.558604388768
Index,10/17/2014,1859.2535702016849
Index,10/24/2014,1935.0335781207962
Index,10/31/2014,1987.543845209377
Index,11/7/2014,2000.2727412161648
Index,11/14/2014,2013.1726127728302
Index,11/21/2014,2037.0965617272195
Index,11/28/2014,2041.5322188221726
Index,12/5/2014,2047.1075507513547
Index,12/12/2014,1975.8736985664614
Index,12/19/2014,2042.8477511793387
Index,12/26/2014,2065.005774084615
Index,1/2/2015,2038.1296036903555
Index,1/9/2015,2020.0382632670558
Index,1/16/2015,1992.8406448744342
Index,1/23/2015,2027.580568517076
Index,1/30/2015,1978.8485116298982
Index,2/6/2015,2045.4465575700588
Index,2/13/2015,2090.7781992218015
Index,2/20/2015,2105.0137874764127
Index,2/27/2015,2098.8105787562795
Index,3/6/2015,2067.0941863474445
Index,3/13/2015,2051.6453283811575
Index,3/20/2015,2108.32009535001
Index,3/27/2015,2057.8039571722366
Index,4/3/2015,2068.438316256482
Index,4/10/2015,2101.119915056663
Index,4/17/2015,2079.6846984540866
Index,4/24/2015,2120.8474815912323
Index,5/1/2015,2110.090134896339
Index,5/8/2015,2117.274687896907
Index,5/15/2015,2123.080033017537
Index,5/22/2015,2127.561565470004
Index,5/29/2015,2106.2978916800193
Index,6/5/2015,2097.1332437747815
Index,6/12/2015,2098.0992970211946
Index,6/19/2015,2108.720857252965
Index,6/26/2015,2103.364353632532
Index,7/3/2015,2078.0629009350623
Index,7/10/2015,2076.865982164505
Index,7/17/2015,2121.507733037334
Index,7/24/2015,2074.1950109281133
Index,7/31/2015,2101.88347526754
Index,8/7/2015,2072.5349744543514
Index,8/14/2015,2090.700322022987
Index,8/21/2015,1970.4473679237867
Index,8/28/2015,1992.4043669427124
Index,9/4/2015,1928.4043880216655
Index,9/11/2015,1968.5347204183895
Index,9/18/2015,1965.0403810922137
Index,9/25/2015,1938.556633523198
Index,10/2/2015,1961.095443140403
Index,10/9/2015,2032.7792320079157
Index,10/16/2015,2046.3763298853146
Index,10/23/2015,2091.02444541022
Index,10/30/2015,2097.2978892851
Index,11/6/2015,2120.317001180681
Index,11/13/2015,2043.0870826583177
Index,11/20/2015,2113.817822624046
Index,11/27/2015,2114.974308208657
Index,12/4/2015,2109.708911011419
Index,12/11/2015,2025.129709815821
Index,12/18/2015,2013.442103822981
Index,12/25/2015,2070.1711165793345
Index,1/1/2016,2052.63125231352
Index,1/8/2016,1927.269928528307
Index,1/15/2016,1879.053443388737
Index,1/22/2016,1906.6609100511216
Index,1/29/2016,1940.5351097493194
Index,2/5/2016,1883.3922552572126
Index,2/12/2016,1864.6571420453863
Index,2/19/2016,1923.6761759998465
Index,2/26/2016,1961.7379302962534
Index,3/4/2016,2021.9111501089144
Index,3/11/2016,2045.1421532923644
Index,3/18/2016,2080.301231876162
Index,3/25/2016,2063.254591880471
Index,4/1/2016,2099.5620885817384
Index,4/8/2016,2072.8858212948508
Index,4/15/2016,2113.204125893636
Index,4/22/2016,2130.0624223197365
Index,4/29/2016,2107.808545453638
Index,5/6/2016,2097.9625129523856
Index,5/13/2016,2083.1438511761094
Index,5/20/2016,2092.3258221491888
Index,5/27/2016,2138.8210600095376
Index,6/3/2016,2137.0633304847
Index,6/10/2016,2134.218443404041
Index,6/17/2016,2114.144709467246
Index,6/24/2016,2077.297744083797
Index,7/1/2016,2143.4968127335455
Index,7/8/2016,2172.5931503896963
Index,7/15/2016,2208.8471738732255
Index,7/22/2016,2221.4218016458535
Index,7/29/2016,2222.776194347593
Index,8/5/2016,2232.1552740421025
Index,8/12/2016,2235.6553929404936
Index,8/19/2016,2238.820818088618
Index,8/26/2016,2226.4714131363394
Index,9/2/2016,2237.8185934913595
Index,9/9/2016,2184.519781185602
Index,9/16/2016,2191.1242239997464
Index,9/23/2016,2219.5562000785676
Index,9/30/2016,2230.343465295074
Index,10/7/2016,2218.6540231669064
Index,10/14/2016,2197.93202029427
Index,10/21/2016,2209.2793652573687
Index,10/28/2016,2191.98849331461
Index,11/4/2016,2151.739160891038
Index,11/11/2016,2250.750830522074
Index,11/18/2016,2277.7044349021394
Index,11/25/2016,2315.398135994391
Index,12/2/2016,2299.793445131949
Index,12/9/2016,2373.593620951747
Index,12/16/2016,2362.6108809032694
Index,12/23/2016,2370.181266353533
Index,12/30/2016,2343.9840487928805
Index,1/6/2017,2387.2956147834734
Index,1/13/2017,2387.4384328097813
Index,1/20/2017,2383.50138418968
Index,1/27/2017,2413.8582765402675
Index,2/3/2017,2408.858383653781
Index,2/10/2017,2431.8198147970234
Index,2/17/2017,2464.85114422498
Index,2/24/2017,2474.9416418269807
Index,3/3/2017,2493.0344587949603
Index,3/10/2017,2478.334548477884
Index,3/17/2017,2487.1335299945154
Index,3/24/2017,2450.489880738578
Index,3/31/2017,2475.013003477207
Index,4/7/2017,2469.525662481946
Index,4/14/2017,2437.7127091290154
Index,4/21/2017,2463.748422276908
Index,4/28/2017,2502.2681113120725
Index,5/5/2017,2515.40777379873
Index,5/12/2017,2507.4304903636885
Index,5/19/2017,2498.7799095230107
Index,5/26/2017,2530.2855228565286
Index,6/2/2017,2552.7636186863942
Index,6/9/2017,2548.4962755817105
Index,6/16/2017,2554.8178353962026
Index,6/23/2017,2550.8935959697433
Index,6/30/2017,2545.2668793153734
Index,7/7/2017,2548.8375092817455
Index,7/14/2017,2585.495446246612
Index,7/21/2017,2595.7916800634725
Index,7/28/2017,2598.2428659731536
Index,8/4/2017,2602.457078549411
Index,8/11/2017,2563.007983054893
Index,8/18/2017,2541.057846022547
Index,8/25/2017,2562.605025704074
Index,9/1/2017,2597.643455000839
Index,9/8/2017,2580.0249757052297
Index,9/15/2017,2625.3191190487983
Index,9/22/2017,2638.2444605855426
Index,9/29/2017,2660.0369398174366
Index,10/6/2017,2695.5585131467424
Index,10/13/2017,2697.28132039043
Index,10/20/2017,2718.4064879199564
Index,10/27/2017,2727.831638002833
Index,11/3/2017,2731.206178908499
Index,11/10/2017,2725.352609539775
Index,11/17/2017,2723.034394811637
Index,11/24/2017,2750.7093242788774
Index,12/1/2017,2800.692828744545
Index,12/8/2017,2814.1096217994127
Index,12/15/2017,2835.858753056608
Index,12/22/2017,2857.9408157174744
Index,12/29/2017,2852.7679305455813
Index,1/5/2018,2929.0419777611432
Index,1/12/2018,2988.9595020511974
Index,1/19/2018,3006.1137047746356
Index,1/26/2018,3072.3064144082637
Index,2/2/2018,2954.3907298813137
Index,2/9/2018,2803.2290537911017
Index,2/16/2018,2923.023043811354
Index,2/23/2018,2945.529187463606
Index,3/2/2018,2877.8479041110754
Index,3/9/2018,2981.7324530075634
Index,3/16/2018,2944.5932356684816
Index,3/23/2018,2783.3344521245413
Index,3/30/2018,2836.302407123271
Index,4/6/2018,2799.963392945592
Index,4/13/2018,2858.136923122079
Index,4/20/2018,2889.3870356982766
Index,4/27/2018,2885.82852138839
Index,5/4/2018,2879.4462780986814
Index,5/11/2018,2951.271180855871
Index,5/18/2018,2944.5911654217493
Index,5/25/2018,2949.539607537293
Index,6/1/2018,2964.192903173743
Index,6/8/2018,3017.250779997156
Index,6/15/2018,3016.43952731852
Index,6/22/2018,2986.0881278255088
Index,6/29/2018,2949.678395842241
Index,7/6/2018,2985.988595461856
Index,7/13/2018,3031.2258829904163
Index,7/20/2018,3032.4971724063266
Index,7/27/2018,3054.820225384614
Index,8/3/2018,3054.820225384614
